index,gold,answer,confidence,raw_output,prompt_preview
638,World,?,0,"{""answer"": ""World"", ""confidence"": ""Neutral""} \n\nI am reading the news and classifying it into the following categories:","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Rwanda Troops Start AU Mission in Darfur (Reuters) Reuters - Rwandan troops arrived in\Darfur Sunday as the first foreign force there, mandated to\protect observers monitoring a shaky cease-fire between the\Sudanese government and rebels in the remote western region./nJSON: "
314,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: California urged to use open source, VoIP Authors of a performance review tell the beleaguered state government it could save millions of dollars by adopting open-source software and Internet-based phone calling./nJSON: "
680,World,?,0,"{""answer"": ""Sports"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Puerto Rico Stuns Dream Team, 92-73 ATHENS, Greece - In an upset as historic as it was inevitable, Tim Duncan, Allen Iverson and the rest of the U.S. basketball team lost 92-73 to Puerto Rico on Sunday, only the third Olympic loss ever for America and its first since adding pros.../nJSON: "
470,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Warmer and wilder HAVEN, Wis. -- Perched high on the bluffs overlooking Lake Michigan, Whistling Straits is a massive, windswept landscape, as large a golf course as \$40 million can buy. It is complete with sand dunes that could double as ski slopes and deep bunkers that should require elevators./nJSON: "
269,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Chandra Catches Early Phase of Cosmic Assembly Chandra X-Ray Observatory -- A NASA Chandra X-ray Observatory image has revealed a complex of several intergalactic hot gas clouds in the process of merging.     The superb Chandra spatial resolution made it possible to distinguish individual galaxies from the massive clouds of hot gas.../nJSON: "
98,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""} \n\nI am using the following rules to classify the news","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: UK Scientists Allowed to Clone Human Embryos (Reuters) Reuters - British scientists said on Wednesday\they had received permission to clone human embryos for medical\research, in what they believe to be the first such license to\be granted in Europe./nJSON: "
530,World,?,0,"{""answer"": ""World"", ""confidence"": ""Unconfident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Floridians Return to Storm-Ravaged Homes PUNTA GORDA, Fla. - After getting a first look at the widespread damage left behind by Hurricane Charley, Florida residents were faced with the arduous task of sorting through the wreckage, and for some, starting over again.../nJSON: "
240,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: News: Climate Change Could Doom Alaska's Tundra In the next 100 years, Alaska will experience a massive loss of its historic tundra, as global warming allows these vast regions of cold, dry, lands to support forests and other vegetation that will dramatically alter native ecosystems. (Oregon State University press release)/nJSON: "
968,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Lowe's Reports 18 Pct. Hike in Profits  ATLANTA (Reuters) - Lowe's Cos. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LOW.N target=/stocks/quickinfo/fullquote""&gt;LOW.N&lt;/A&gt;, the world's No. 2  home improvement retailer, on Monday reported an 18 percent  increase in second-quarter profit and said earnings for the  rest of the year would top current estimates./nJSON: "
68,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Very confident""}\n\nI would classify this news as ""Business"" because it per","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: BEA grabs CA exec to head product group BEA Systems Inc. has hired the Computer Associates International Inc. executive responsible for CA's Unicenter line of enterprise management software to head BEA's product development group./nJSON: "
90,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Science, Politics Collide in Election Year (AP) AP - With more than 4,000 scientists, including 48 Nobel Prize winners, having signed a statement opposing the Bush administration's use of scientific advice, this election year is seeing a new development in the uneasy relationship between science and politics./nJSON: "
131,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Neutral""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Japanese Lunar Probe Facing Delays (AP) AP - A lunar orbiter that Japan had planned to launch this year could face further delays, possibly until next year or later, because of a funding shortfall and problems developing the probe's information-gathering capabilities, Japan's space agency said Wednesday./nJSON: "
719,World,?,0,"{""answer"": ""World"", ""confidence"": ""Unconfident""}\n\nAnswer: World\nConfidence: Unconfident","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Package prompts US embassy alert An unidentified substance  sent to the US embassy in the Malaysian capital Kuala Lumpur leads to a security scare. /nJSON: "
426,Sci/Tech,?,0,"{""answer"": ""Business"", ""confidence"": ""Very confident""}\n\nI'm not sure how to classify this news as it seems","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Thoughts on the Google IPO About the Google IPO\\For the past nine months the financial and Internet world has been watching Google in anticipation of what could be the largest Initial Public Offering of stock in history. If you are reading this column and have not been living on Mars for the past year, you .../nJSON: "
800,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Neutral""}\n\nI want to classify news into four categories: World, Sports,","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Lowe's Second-Quarter Profit Rises (Reuters) Reuters - Lowe's Cos. (LOW.N), the second-largest\home improvement retailer behind Home Depot Inc. (HD.N), on\Monday said quarterly profit rose, but trailed estimates./nJSON: "
270,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""} \n\nAnswer:  Sci/Tech\nConfidence","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Hubble Peers Inside a Celestial Geode Hubble Space Telescope -- In this unusual image, NASA's Hubble Space Telescope captures a rare view of the celestial equivalent of a geode  a gas cavity carved by the stellar wind and intense ultraviolet radiation from a hot young star.    Real geodes are baseball-sized, hollow rocks that start out as bubbles in volcanic or sedimentary rock.../nJSON: "
21,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Neutral""} \n\nI would classify this news as Business because it is about the","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Eurozone economy keeps growing Official figures show the 12-nation eurozone economy continues to grow, but there are warnings it may slow down later in the year./nJSON: "
781,World,?,0,"{""answer"": ""World"", ""confidence"": ""Unconfident""} \n\nI classified this news as World because it is about a missing person","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Pair tell of 'Falconio' sighting Two witnesses tell an Australian court they saw UK backpacker Peter Falconio more than a week after he disappeared./nJSON: "
344,Sci/Tech,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}\n\nI would classify this news as Sports because it mentions a ""t","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Covad tries an end run In a tough scrimmage against resurgent Baby Bells, the broadband pioneer flips open the VoIP playbook./nJSON: "
328,Sci/Tech,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Securing the gold in Athens Despite age-old Olympic truce known as the ekecheiria, or ""holding of hands,"" security experts aren't taking any chances.\/nJSON: "
606,World,?,0,"{""answer"": ""World"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Venezuelans Throng to Polls in Chavez Referendum  CARACAS, Venezuela (Reuters) - Venezuelans crowded polling  stations on Sunday to vote on whether to recall left-wing  President Hugo Chavez or back his mandate to govern the world's  No. 5 oil exporter for the next two years./nJSON: "
507,World,?,0,"{""answer"": ""World"", ""confidence"": ""Unconfident""} \n\nAnswer: World\nConfidence: Unconfident","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Najaf battle a crucial test for Allawi Clashes between US troops and Sadr militiamen escalated Thursday, as the US surrounded Najaf for possible siege./nJSON: "
304,Sci/Tech,?,0,"{""answer"": ""World"", ""confidence"": ""Unconfident""} \n\nAbove is a sample JSON result for the news article provided.","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Fake Drug Sales Problematic in Mexico By MARK STEVENSON      MEXICO CITY (AP) -- Mexican authorities are investigating the sale of fake or substandard medicine in a border town so popular among Americans seeking cheap medications that it has more pharmacies than streets.    U.S.../nJSON: "
171,Sci/Tech,?,0,1.0\n\nAnswer: World\nConfidence: Neutral\n\nWhy: The news is about a technical issue with the Network Time Daemon,"Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: NTP in Debian \\The Network Time Daemon (NTP  Daemon) implementation within Debian leaves a\lot to be desired.\\First off they don't include it with a working config.  You have to create your\own /etc/ntpd.conf.  To make matters worse the configuration doesn't accept DNS\names so you have to manually enter IPs.  Fun.  I can understand that they might\not want to provide ONE configuration and overwhelm one or two NTP servers but\they can provide a dynamic config that balances load among all available\servers.  There is of course the public serves list  but you have to Google\for it.\\All you really need to do here is enter a list of servers:\\server time.nist.gov\\server 192.43.244.18\/nJSON: "
927,World,?,0,"{""answer"": ""World"", ""confidence"": ""Unconfident""}\n\nAnswer: World\nConfidence: Unconfident","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: What is this Man Plotting? A newly revealed summit of terrorists raises fears of a fresh plan to attack the U.S. This bombmaker and pilot could be a key player /nJSON: "
401,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Minnesota Teen Pleads Guilty in Web Worm Hack Attack By GENE JOHNSON    SEATTLE (AP) -- A Minnesota high school senior pleaded guilty Wednesday in federal court to unleashing a variant of the ""Blaster"" Internet worm, which crippled more than a million computers last summer.    Jeffrey Lee Parson, 19, of Hopkins, Minn., is likely to face 18 months to three years behind bars after pleading guilty to one count of intentionally causing or attempting to cause damage to a protected computer.../nJSON: "
691,World,?,0,"{""answer"": ""Politics"", ""confidence"": ""Very unconfident""}\n\nI have written a JSON classifier that takes in a","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Democrats Pressure McGreevey to Leave Soon TRENTON, N.J. - High-level New Jersey Democrats said Sunday that pressure is building among members of Gov.../nJSON: "
950,Sci/Tech,?,0,"{""answer"": ""Business"", ""confidence"": ""Unconfident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: HP unveils Unix roadmaps &lt;strong&gt;HP World&lt;/strong&gt; Free Alpha upgrades to stem defections/nJSON: "
17,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Neutral""}\n\nI have classified the news as Business because it is about the stock","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: In a Down Market, Head Toward Value Funds There is little cause for celebration in the stock market these days, but investors in value-focused mutual funds have reason to feel a bit smug -- if only because they've lost less than the folks who stuck with growth./nJSON: "
385,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Intel Shows Wireless Transceiver Prototype 90-nanometer radio chip promises more power than current CMOS technology./nJSON: "
45,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Unconfident""}\n\nI think this should be classified as Business news, as it is","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: A New Legal Chapter for a 90's Flameout A lawsuit against Gary Winnick, the former chief of Global Crossing, refocuses attention on what Mr. Winnick knew about his company's finances as it imploded./nJSON: "
752,World,?,0,"{""answer"": ""World"", ""confidence"": ""Neutral""}\n\nI think this news is classified as World news because it is about a","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Israeli speaks out on McGreevey JERUSALEM -- The Israeli man at the center of the resignation of New Jersey's governor, James E. McGreevey, over a gay affair said in an interview published yesterday that he is straight and had no idea at first that his boss is homosexual./nJSON: "
675,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Woods Comes Up Empty, but Still No. 1 (AP) AP - Tiger Woods came up empty in a major again, but he's still the No. 1 ranked player in the world./nJSON: "
251,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}\n\nPlease let me know if you need anything else.","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Voyager 1, Prepare for Action At the outer limits of our solar system, a solar shock wave is about to overtake NASA's Voyager 1 spacecraft./nJSON: "
257,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: ""Monster"" Waves Suprisingly Common, Satellites Show Rogue waves #151;eight or more stories or higher #151;are freaks of the ocean once thought to be tall tales told by sailors. But now scientists have satellite evidence that the massive upwellings are not only real but also fairly common./nJSON: "
363,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Neutral""} \n\nI would classify this news as ""Sci","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Hunt for XP SP2 flaws seen in full swing Security experts said that while the new Service Pack 2 for Windows XP will bolster the operating system's security, hackers will still find a way to exploit any flaws./nJSON: "
607,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Schumacher Triumphs as Ferrari Seals Formula One Title  BUDAPEST (Reuters) - Michael Schumacher cruised to a record  12th win of the season in the Hungarian Grand Prix on Sunday to  hand his Ferrari team a sixth successive constructors' title./nJSON: "
354,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Unconfident""}\n\nExplanation:\nThis news is classified as","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: DVD player profits down to \$1 Want to get into the market for DVD players? Intense competition and standardization mean that you might make more as a mime./nJSON: "
628,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}\n\nI hope this helps! Let me know if you have any questions.","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Perry Out for Season Eagles running back Bruce Perry will miss his rookie season after dislocating a shoulder in an exhibition game against the New England Patriots./nJSON: "
706,World,?,0,"{""answer"": ""Business"", ""confidence"": ""Unconfident""}\n\nI need help with the following:\n\n1. How to class","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Nikkei Down, Oil Worries Hit Exporters (Reuters) Reuters - Tokyo's Nikkei fell 1.66 percent by\midday on Monday, extending losses into a third day as another\surge in oil prices deepened worries about the global economic\impact and knocked down exporters such as Toyota Motor Corp./nJSON: "
116,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: NASA's Genesis Spacecraft Adjusts Course (AP) AP - NASA's Genesis spacecraft successfully adjusted its course this week as it heads back toward Earth with a sample of solar wind particles, the space agency said Wednesday./nJSON: "
739,Business,?,0,"{\n""answer"": ""Business"",\n""confidence"": ""Unconfident""\n}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: As money-raisers, 2004 #146;s initial offerings fall short When Inhibitex Inc. set the terms of its initial public offering in March, it thought it was being conservative, expecting shares to sell for \$10 to \$12 apiece./nJSON: "
728,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""} \n\nI am not sure how to generate the confidence level as the news","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: DiMarco, Riley Get on Ryder Cup Team (AP) AP - Hal Sutton had a good idea what kind of U.S. team he would take to the Ryder Cup. All that changed in the final round of the PGA Championship./nJSON: "
104,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""}\n\nI classified the news as ""Sci/Tech","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: NASA Chief: 'Let's Go Save the Hubble' (SPACE.com) SPACE.com - Amid uncertainty over the fate of the Hubble Space Telescope and with a key instrument not working, NASA Administrator Sean O'Keefe gave the go-ahead Monday for planning a robotic servicing mission./nJSON: "
659,World,?,0,"{""answer"": ""World"", ""confidence"": ""Neutral""} \n\nAnswer: World\nConfidence: Neutral","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Rumsfeld Briefs Russia on Shift of Forces WASHINGTON - Defense Secretary Donald Rumsfeld briefed his Russian counterpart over the weekend on U.S. plans to shift its forces stationed around the globe, in some cases potentially bringing them closer to Russia's borders.../nJSON: "
554,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Science and President Bush Collide in Election Year With more than 4,000 scientists, including 48 Nobel Prize winners, having signed a statement opposing the Bush administration's use of scientific advice, this election year is seeing a new development in the uneasy relationship between science and politics./nJSON: "
231,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}\n\nPlease let me know if you need anything else.","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Worms may slow Parkinson's A protein which helps increase lifespan in worms offers hope for new Parkinson's and Alzheimer's treatments./nJSON: "
577,World,?,0,"{""answer"": ""World"", ""confidence"": ""Neutral""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Rebranded Liechtenstein Welcomes Fresh Prince  VADUZ, Liechtenstein (Reuters) - The people of  Liechtenstein ushered in a new era Sunday as the tiny Alpine  principality welcomed a new ruler and sought to shed its image  as a haven for money launderers./nJSON: "
979,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}\n\nI have written a JSON class to parse the news and classify it","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Blackhawks Re-Sign Defenseman Berard  Chicago, Ill. (Sports Network) - The Chicago Blackhawks  Monday agreed to terms on a one-year contract with defenseman  Bryan Berard. As per team policy, financial terms of the deal  were not disclosed./nJSON: "
7,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Neutral""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Fed minutes show dissent over inflation (USATODAY.com) USATODAY.com - Retail sales bounced back a bit in July, and new claims for jobless benefits fell last week, the government said Thursday, indicating the economy is improving from a midsummer slump./nJSON: "
729,World,?,0,"{""answer"": ""World"", ""confidence"": ""Unconfident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Chinese dig for villagers buried under landslides after deadly typhoon (Canadian Press) Canadian Press - SHANGHAI, China (AP) - Villagers in an eastern province dug with farm tools Monday to search for 24 people missing in massive landslides unleashed by Typhoon Rananim, which has already been blamed for 115 deaths and is the worst such storm to hit China in seven years./nJSON: "
907,World,?,0,"{""answer"": ""Politics"", ""confidence"": ""Neutral""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Losses and Lessons for Bush and Kerry (Los Angeles Times) Los Angeles Times - They lost at politics at an early age. Since then, they've rarely made the same campaign mistakes twice./nJSON: "
595,Sports,?,0,"{""answer"": ""World"", ""confidence"": ""Very unconfident""} \n\nI'm not sure how to classify this news as","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Iran Snub to Israel Challenges IOC  ATHENS (Reuters) - Iran defied the Olympic spirit on Sunday  by refusing to contest a judo bout with an Israeli at the  Athens Games, making no effort to hide the fact it was putting  solidarity with the Palestinians before gold medals./nJSON: "
503,World,?,0,"{""answer"": ""World"", ""confidence"": ""Neutral""}\n\nI classified the news as ""World"" because it is about a sen","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Democratic Senator Urges Energy Reform (AP) AP - Congress must pass legislation to protect the nation's electricity grid if it wants to avoid repeats of the devastating outages that rolled across eight states last year, Sen. Maria Cantwell, D-Wash., said Saturday./nJSON: "
301,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: New Clot Preventer Saves Lives and Money By Ed Edelson, HealthDay Reporter    HealthDayNews -- A new anti-clotting drug for people having artery-opening procedures lowers the rate of complications, gets patients out of the hospital faster, and probably saves lives, a study finds.    And it saves money to boot, says Dr.../nJSON: "
421,Sci/Tech,?,0,"{""answer"": ""Business"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Search Engine Marketing Mistakes Retailers Need to Avoid Search Engine Marketing Mistakes Retailers Need to Avoid\\According to a recent survey conducted by Shop.org and Forrester, in 2003, online retail sales jumped 51 to reach \$114 billion with 79 of all online retailers (etailers) were profitable. Online sales are expected to reach 6.6 percent of total retail sales in .../nJSON: "
219,Sci/Tech,?,0,"{""answer"": ""Business"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: BioVeris Settles 2 Lawsuits Against Chief Executive's Son BioVeris Corp. announced yesterday that it settled two lawsuits against Jacob N. Wohlstadter, its chief executive's son, whom the company had accused of spending millions of dollars on cars and real estate to sabotage a joint venture he ran so he could purchase it for a bargain price./nJSON: "
811,Sci/Tech,?,0,"{""answer"": ""Business"", ""confidence"": ""Neutral""} \n\nAnswer: Business\nConfidence: Neutral","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Survival of software's fittest Darwin may work in the flat enterprise software market--mergers and acquisitions are expected to increase the clout of leading firms./nJSON: "
